dataset,LogisticRegression()-HO,LogisticRegression()+HO,Perceptron()-HO,Perceptron()+HO,PassiveAggressiveClassifier()-HO,PassiveAggressiveClassifier()+HO,RidgeClassifier()-HO,RidgeClassifier()+HO,LinearDiscriminantAnalysis()-HO,LinearDiscriminantAnalysis()+HO,QuadraticDiscriminantAnalysis()-HO,QuadraticDiscriminantAnalysis()+HO,LinearSVC()-HO,LinearSVC()+HO,KNeighborsClassifier()-HO,KNeighborsClassifier()+HO,NearestCentroid()-HO,NearestCentroid()+HO,GaussianNB()-HO,GaussianNB()+HO,MultinomialNB()-HO,MultinomialNB()+HO,ComplementNB()-HO,ComplementNB()+HO,BernoulliNB()-HO,BernoulliNB()+HO,DecisionTreeClassifier()-HO,DecisionTreeClassifier()+HO,RandomForestClassifier()-HO,RandomForestClassifier()+HO,MLPWrapper()-HO,MLPWrapper()+HO
79.arff,0.858267717,0.850393701,0.535433071,0.700787402,0.74015748,0.708661417,0.866141732,0.850393701,0.850393701,0.850393701,0.850393701,0.850393701,0.826771654,0.850393701,0.834645669,0.834645669,0.637795276,0.677165354,0.826771654,0.834645669,0.748031496,0.748031496,0.74015748,0.74015748,0.68503937,0.68503937,0.795275591,0.826771654,0.866141732,0.866141732,0.874015748,0.842519685
80.arff,0.722222222,0.777777778,0.75,0.666666667,0.430555556,0.722222222,0.736111111,0.777777778,0.75,0.75,0.708333333,0.722222222,0.736111111,0.722222222,0.736111111,0.722222222,0.611111111,0.680555556,0.708333333,0.722222222,0.708333333,0.708333333,0.694444444,0.694444444,0.638888889,0.638888889,0.597222222,0.75,0.722222222,0.777777778,0.736111111,0.736111111
81.arff,0.988304094,0.988304094,0.976608187,0.929824561,0.98245614,0.976608187,0.994152047,0.994152047,0.994152047,0.994152047,0.964912281,0.988304094,0.98245614,0.98245614,0.98245614,0.976608187,0.988304094,0.988304094,0.98245614,0.976608187,0.953216374,0.959064327,0.900584795,0.894736842,0.918128655,0.918128655,0.935672515,0.947368421,0.964912281,0.959064327,0.98245614,0.976608187
82.arff,0.555555556,0.583333333,0.472222222,0.402777778,0.597222222,0.569444444,0.569444444,0.583333333,0.569444444,0.569444444,0.611111111,0.611111111,0.569444444,0.583333333,0.513888889,0.555555556,0.555555556,0.555555556,0.625,0.625,0.555555556,0.555555556,0.569444444,0.569444444,0.652777778,0.652777778,0.486111111,0.666666667,0.569444444,0.666666667,0.611111111,0.583333333
83.arff,0.722222222,0.722222222,0.555555556,0.555555556,0.388888889,0.333333333,0.722222222,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.722222222,0.555555556,0.666666667,0.777777778,0.611111111,0.722222222,0.666666667,0.666666667,0.666666667,0.666666667,0.777777778,0.777777778,0.555555556,0.722222222,0.722222222,0.722222222,0.666666667,0.777777778
84.arff,0.888888889,0.888888889,0.481481481,0.555555556,0.518518519,0.518518519,0.851851852,0.851851852,0.814814815,0.814814815,0.814814815,0.703703704,0.777777778,0.740740741,0.666666667,0.666666667,0.666666667,0.592592593,0.777777778,0.703703704,0.777777778,0.777777778,0.740740741,0.740740741,0.703703704,0.703703704,0.62962963,0.740740741,0.851851852,0.814814815,0.740740741,0.666666667
85.arff,0.830232558,0.845930233,0.823255814,0.844573643,0.770348837,0.843604651,0.83875969,0.841085271,0.84379845,0.84379845,0.826356589,0.826356589,0.843604651,0.846705426,0.839922481,0.85872093,0.78120155,0.79379845,0.744379845,0.746899225,0.594573643,0.594573643,0.759496124,0.759496124,0.591666667,0.591666667,0.854844961,0.755426357,0.88875969,0.755426357,0.861046512,0.873643411
86.arff,0.699074074,0.701388889,0.659722222,0.625,0.724537037,0.726851852,0.699074074,0.699074074,0.699074074,0.699074074,0.768518519,0.768518519,0.696759259,0.717592593,0.9375,0.946759259,0.657407407,0.655092593,0.784722222,0.784722222,0.736111111,0.736111111,0.641203704,0.641203704,0.814814815,0.814814815,0.979166667,0.719907407,0.979166667,0.840277778,0.951388889,0.981481481
87.arff,0.734693878,0.887755102,0.816326531,0.765306122,0.775510204,0.846938776,0.785714286,0.795918367,0.806122449,0.806122449,0.846938776,0.846938776,0.826530612,0.897959184,0.816326531,0.836734694,0.744897959,0.744897959,0.744897959,0.744897959,0.704081633,0.704081633,0.734693878,0.734693878,0.591836735,0.591836735,0.87755102,0.846938776,0.87755102,0.846938776,0.755102041,0.87755102
88.arff,0.775510204,0.908163265,0.581632653,0.581632653,0.663265306,0.734693878,0.795918367,0.795918367,0.816326531,0.816326531,0.857142857,0.857142857,0.775510204,0.887755102,0.959183673,0.979591837,0.673469388,0.755102041,0.744897959,0.765306122,0.765306122,0.765306122,0.765306122,0.765306122,0.591836735,0.591836735,0.908163265,0.846938776,0.897959184,0.846938776,0.744897959,0.836734694
89.arff,0.796610169,0.86440678,0.830508475,0.830508475,0.813559322,0.796610169,0.796610169,0.796610169,0.762711864,0.762711864,0.779661017,0.779661017,0.813559322,0.881355932,0.813559322,0.779661017,0.830508475,0.830508475,0.830508475,0.830508475,0.661016949,0.661016949,0.728813559,0.728813559,0.508474576,0.508474576,0.847457627,0.813559322,0.898305085,0.847457627,0.813559322,0.86440678
90.arff,0.64,0.426666667,0.586666667,0.413333333,0.626666667,0.573333333,0.613333333,0.626666667,0.613333333,0.613333333,0.573333333,0.533333333,0.613333333,0.52,0.6,0.56,0.546666667,0.52,0.573333333,0.586666667,0.573333333,0.573333333,0.56,0.546666667,0.613333333,0.613333333,0.506666667,0.653333333,0.56,0.653333333,0.64,0.586666667
91.arff,1,1,1,1,1,1,1,0.944444444,1,1,0.333333333,1,1,1,1,1,1,1,0.833333333,1,0.666666667,0.666666667,0.833333333,0.833333333,0.777777778,0.777777778,1,1,1,1,1,1
92.arff,0.583333333,0.583333333,0.583333333,0.5,0.416666667,0.416666667,0.583333333,0.666666667,0.583333333,0.583333333,0.833333333,0.833333333,0.583333333,0.416666667,0.75,0.833333333,0.583333333,0.583333333,0.833333333,0.833333333,0.416666667,0.416666667,0.5,0.5,0.666666667,0.666666667,0.833333333,0.75,0.833333333,0.833333333,0.666666667,0.833333333
93.arff,0.25,0.625,0.625,1,0.875,0.75,0.625,0.5,0.75,0.75,0.625,0.625,0.625,0.75,0.875,0.875,0.875,0.875,0.625,0.625,0.25,0.25,0.875,0.875,0.5,0.5,1,0.25,0.75,0.75,0.5,0.875
94.arff,0.611111111,0.666666667,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.555555556,0.555555556,0.555555556,0.666666667,0.666666667,0.611111111,0.611111111,0.666666667,0.555555556,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.555555556,0.555555556,0.666666667,0.666666667,0.666666667,0.611111111,0.777777778,0.722222222,0.555555556,0.722222222
95.arff,0.583333333,0.666666667,0.916666667,0.666666667,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.583333333,0.583333333,0.666666667,0.666666667,0.5,0.75,0.916666667,0.916666667,0.666666667,0.666666667,0.5,0.5,0.75,0.75,0.666666667,0.666666667,0.75,0.916666667,0.666666667,0.833333333,0.666666667,0.833333333
96.arff,0.625,0.75,0.75,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.5,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.5,0.75,0.625,0.625,0.625,0.875,0.875,0.875,0.875,0.625,0.75
97.arff,0.7,0.8,0.7,0.7,0.6,0.8,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.5,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.5,0.5,0.7,0.5,0.7,0.7,0.7,0.7
98.arff,0.666666667,0.777777778,0.777777778,0.666666667,0.666666667,0.666666667,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.666666667,0.777777778,0.777777778,0.666666667,0.777777778,0.444444444,0.444444444,0.777777778,0.666666667,0.666666667,0.666666667,0.444444444,0.444444444,0.777777778,0.777777778,1,0.666666667,0.888888889,0.666666667,0.777777778,1
99.arff,0.777777778,0.888888889,0.666666667,0.888888889,0.777777778,0.611111111,0.833333333,0.888888889,0.833333333,0.833333333,0.833333333,0.888888889,0.833333333,0.888888889,0.888888889,0.833333333,0.888888889,0.833333333,0.833333333,0.777777778,0.722222222,0.722222222,0.833333333,0.833333333,0.888888889,0.888888889,0.555555556,0.722222222,0.888888889,0.722222222,0.833333333,0.722222222
100.arff,0.777777778,0.777777778,0.666666667,0.666666667,0.888888889,0.555555556,0.777777778,0.777777778,0.777777778,0.777777778,0.444444444,0.333333333,0.777777778,0.777777778,0.555555556,0.666666667,0.888888889,0.888888889,0.888888889,0.888888889,0.666666667,0.666666667,0.555555556,0.555555556,0.777777778,0.777777778,0.333333333,0.555555556,0.555555556,0.555555556,0.666666667,0.555555556
101.arff,0.363636364,0.363636364,0.272727273,0.363636364,0.636363636,0.363636364,0.090909091,0.272727273,0.090909091,0.090909091,0.545454545,0.545454545,0.090909091,0.363636364,0.727272727,0.636363636,0.090909091,0.090909091,0.636363636,0.636363636,0.363636364,0.363636364,0.272727273,0.272727273,0.636363636,0.636363636,0.454545455,0.636363636,0.545454545,0.454545455,0.272727273,0.454545455
102.arff,0.64,0.653333333,0.36,0.36,0.64,0.64,0.64,0.653333333,0.653333333,0.653333333,0.626666667,0.64,0.653333333,0.666666667,0.613333333,0.613333333,0.533333333,0.613333333,0.64,0.64,0.64,0.64,0.56,0.56,0.64,0.64,0.626666667,0.64,0.64,0.64,0.666666667,0.626666667
103.arff,0.769230769,0.692307692,0.461538462,0.461538462,0.615384615,0.692307692,0.692307692,0.692307692,0.923076923,0.923076923,0.846153846,0.846153846,0.692307692,0.615384615,0.846153846,0.846153846,0.615384615,0.692307692,0.692307692,0.692307692,0.461538462,0.461538462,0.461538462,0.461538462,0.153846154,0.153846154,0.846153846,0.461538462,0.846153846,0.769230769,0.692307692,0.846153846
104.arff,0.75,0.833333333,0.333333333,0.333333333,0.666666667,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.75,0.833333333,0.833333333,0.75,0.833333333,0.75,0.833333333,0.666666667,0.75,0.666666667,0.666666667,0.75,0.75,0.666666667,0.666666667,0.666666667,0.75,0.583333333,0.75,0.833333333,0.666666667
105.arff,0.714285714,0.714285714,0.642857143,0.285714286,0.5,0.714285714,0.714285714,0.714285714,0.714285714,0.642857143,0.714285714,0.714285714,0.714285714,0.714285714,0.642857143,0.714285714,0.428571429,0.428571429,0.428571429,0.714285714,0.714285714,0.714285714,0.5,0.5,0.714285714,0.714285714,0.571428571,0.714285714,0.428571429,0.714285714,0.714285714,0.714285714
106.arff,0.541666667,0.583333333,0.458333333,0.625,0.583333333,0.541666667,0.541666667,0.583333333,0.541666667,0.541666667,0.583333333,0.541666667,0.541666667,0.5,0.583333333,0.541666667,0.583333333,0.625,0.583333333,0.583333333,0.541666667,0.541666667,0.625,0.625,0.708333333,0.708333333,0.458333333,0.583333333,0.541666667,0.583333333,0.541666667,0.541666667
107.arff,0.583333333,0.541666667,0.458333333,0.541666667,0.541666667,0.416666667,0.583333333,0.583333333,0.583333333,0.541666667,0.625,0.5,0.583333333,0.583333333,0.583333333,0.666666667,0.583333333,0.583333333,0.583333333,0.583333333,0.458333333,0.458333333,0.583333333,0.583333333,0.541666667,0.541666667,0.791666667,0.541666667,0.791666667,0.541666667,0.666666667,0.791666667
108.arff,0.625,0.625,0.375,0.75,0.625,0.625,0.625,0.625,0.625,0.75,0.5,0.625,0.625,0.625,0.5,0.375,0.5,0.5,0.5,0.625,0.625,0.625,0.5,0.5,0.625,0.625,0.625,0.625,0.625,0.625,0.5,0.625
109.arff,0.5,0.5625,0.5,0.5,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.6875,0.6875,0.5625,0.6875,0.5,0.5625,0.5625,0.5625,0.625,0.625,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.75,0.5,0.6875,0.5625,0.5,0.625
110.arff,0.75,0.75,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.75,0.625,0.625,0.625,0.625,0.75,0.75,0.875,0.75,0.75,0.625,0.5,0.5,0.75,0.75,0.75,0.75,1,0.75,0.625,0.75,0.625,0.625
111.arff,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.4,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.8,0.8,0.7,0.8,0.6,0.6
112.arff,0.533333333,0.533333333,0.533333333,0.666666667,0.533333333,0.466666667,0.533333333,0.533333333,0.533333333,0.6,0.466666667,0.466666667,0.533333333,0.666666667,0.466666667,0.533333333,0.4,0.4,0.466666667,0.466666667,0.666666667,0.666666667,0.4,0.4,0.666666667,0.666666667,0.6,0.533333333,0.333333333,0.533333333,0.6,0.533333333
113.arff,0.888888889,0.888888889,0.611111111,0.833333333,0.555555556,0.944444444,0.888888889,0.777777778,0.888888889,0.888888889,0.833333333,0.888888889,0.833333333,0.777777778,0.833333333,0.833333333,0.944444444,0.944444444,0.944444444,0.944444444,0.888888889,0.888888889,0.944444444,0.944444444,0.944444444,0.944444444,0.888888889,0.777777778,0.833333333,0.888888889,0.833333333,0.888888889
114.arff,0.6,0.6,0.533333333,0.533333333,0.466666667,0.6,0.6,0.6,0.666666667,0.666666667,0.6,0.6,0.6,0.466666667,0.6,0.6,0.6,0.6,0.6,0.6,0.466666667,0.466666667,0.533333333,0.533333333,0.533333333,0.533333333,0.733333333,0.533333333,0.6,0.6,0.6,0.6
115.arff,0.777777778,0.833333333,0.777777778,0.333333333,0.777777778,0.388888889,0.722222222,0.777777778,0.722222222,0.722222222,0.722222222,0.611111111,0.777777778,0.833333333,0.611111111,0.611111111,0.5,0.5,0.5,0.5,0.777777778,0.777777778,0.444444444,0.444444444,0.777777778,0.777777778,0.777777778,0.777777778,0.611111111,0.722222222,0.611111111,0.777777778
116.arff,0.5,1,0.875,0.875,0.875,0.875,0.875,0.875,1,1,0.875,0.625,0.875,1,0.875,0.5,0.25,0.25,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,1,0.75,1,1,0.75,0.875
117.arff,0.6,0.6,0.6,0.6,0.533333333,0.6,0.6,0.6,0.6,0.6,0.333333333,0.533333333,0.6,0.533333333,0.6,0.533333333,0.6,0.6,0.533333333,0.533333333,0.6,0.6,0.533333333,0.533333333,0.333333333,0.333333333,0.466666667,0.333333333,0.533333333,0.533333333,0.533333333,0.466666667
118.arff,0.75,0.833333333,0.75,0.75,0.5,0.75,0.75,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0.833333333,0.75,0.666666667,0.833333333,0.666666667,0.666666667,0.666666667,0.666666667,0.583333333,0.5,0.583333333,0.666666667,0.583333333,0.5,0.75,0.833333333
119.arff,0.6,0.4,0.8,0.7,0.7,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.3,0.3,0.9,0.7,0.6,0.7,0.6,0.4
120.arff,0.777777778,0.888888889,0.666666667,0.666666667,0.777777778,0.777777778,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.777777778,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.666666667,0.666666667,0.555555556,0.555555556,0.777777778,0.777777778,0.888888889,0.777777778,0.888888889,0.888888889,0.888888889,0.888888889
121.arff,0.857142857,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.928571429,0.857142857,0.857142857,0.571428571,0.571428571,0.642857143,0.642857143,0.642857143,0.642857143,0.857142857,0.857142857,0.857142857,0.857142857,0.928571429,0.928571429
122.arff,0.5,0.5,0.6,0.6,0.6,0.6,0.4,0.5,0.4,0.4,0.3,0.6,0.4,0.7,0.5,0.7,0.4,0.5,0.4,0.5,0.6,0.6,0.4,0.4,0.6,0.6,0.9,0.7,0.9,0.8,0.4,0.9
123.arff,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.375,0.25,0.375,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5
124.arff,0.8,0.8,0.9,0.8,0.9,0.8,0.9,0.9,1,1,0.8,0.8,0.9,0.8,1,0.7,1,0.9,0.8,0.8,0.8,0.8,0.4,0.5,0.8,0.8,0.5,0.8,0.7,0.8,0.9,0.8
125.arff,0.51,0.51,0.51,0.5,0.49,0.49,0.52,0.52,0.53,0.53,0.48,0.48,0.52,0.51,0.51,0.56,0.51,0.52,0.52,0.51,0.51,0.51,0.52,0.52,0.5,0.5,0.49,0.51,0.53,0.51,0.53,0.51
126.arff,0.46,0.5,0.49,0.51,0.49,0.51,0.5,0.49,0.49,0.49,0.51,0.49,0.48,0.44,0.53,0.55,0.45,0.45,0.47,0.47,0.49,0.49,0.46,0.46,0.49,0.49,0.41,0.49,0.47,0.49,0.48,0.5
127.arff,0.48,0.48,0.56,0.47,0.44,0.44,0.5,0.51,0.48,0.48,0.46,0.42,0.49,0.48,0.46,0.48,0.47,0.48,0.49,0.5,0.5,0.5,0.5,0.5,0.56,0.56,0.52,0.44,0.5,0.44,0.47,0.47
128.arff,0.44,0.45,0.55,0.45,0.55,0.45,0.42,0.45,0.41,0.41,0.52,0.45,0.42,0.45,0.51,0.51,0.39,0.47,0.43,0.41,0.45,0.45,0.38,0.38,0.48,0.48,0.44,0.45,0.46,0.45,0.43,0.43
130.arff,0.87804878,0.853658537,0.87804878,0.682926829,0.707317073,0.853658537,0.853658537,0.87804878,0.853658537,0.853658537,0.853658537,0.902439024,0.853658537,0.853658537,0.975609756,0.902439024,0.87804878,0.87804878,0.853658537,0.87804878,0.609756098,0.609756098,0.390243902,0.390243902,0.609756098,0.609756098,0.87804878,0.902439024,0.87804878,0.902439024,0.853658537,0.390243902
131.arff,0.994047619,1,0.892857143,0.916666667,0.988095238,0.970238095,0.976190476,0.976190476,0.982142857,0.982142857,1,1,0.982142857,1,0.994047619,1,0.625,0.892857143,1,1,0.946428571,0.946428571,0.922619048,0.922619048,0.952380952,0.952380952,1,1,1,1,0.994047619,1
132.arff,0.595744681,0.638297872,0.468085106,0.617021277,0.659574468,0.70212766,0.617021277,0.638297872,0.638297872,0.638297872,0.617021277,0.680851064,0.638297872,0.680851064,0.638297872,0.638297872,0.510638298,0.531914894,0.744680851,0.659574468,0.680851064,0.680851064,0.531914894,0.531914894,0.553191489,0.574468085,0.595744681,0.680851064,0.595744681,0.765957447,0.595744681,0.70212766
133.arff,0.857142857,0.892857143,0.660714286,0.892857143,0.821428571,0.857142857,0.875,0.875,0.875,0.875,0.892857143,0.821428571,0.875,0.678571429,0.821428571,0.839285714,0.892857143,0.857142857,0.892857143,0.821428571,0.642857143,0.642857143,0.803571429,0.803571429,0.589285714,0.589285714,0.767857143,0.821428571,0.785714286,0.839285714,0.821428571,0.857142857
134.arff,0.230769231,0.307692308,0.230769231,0.538461538,0.384615385,0.538461538,0.230769231,0.230769231,0.230769231,0.230769231,0.538461538,0.538461538,0.230769231,0.307692308,0.384615385,0.538461538,0.461538462,0.230769231,0.384615385,0.384615385,0.230769231,0.230769231,0.230769231,0.230769231,0.538461538,0.538461538,0.538461538,0.384615385,0.307692308,0.461538462,0.230769231,0.230769231
135.arff,1,0.944444444,1,1,0.944444444,0.944444444,1,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.722222222,0.833333333,0.333333333,0.333333333,0.944444444,0.944444444,0.777777778,0.777777778,0.944444444,0.944444444,0.611111111,0.611111111,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444
137.arff,0.5,0.642857143,0.642857143,0.714285714,0.714285714,0.714285714,0.714285714,0.642857143,0.642857143,0.642857143,0.785714286,0.785714286,0.642857143,0.642857143,0.928571429,0.857142857,0.785714286,0.785714286,0.642857143,0.642857143,0.428571429,0.428571429,0.785714286,0.785714286,0.428571429,0.428571429,0.785714286,0.857142857,0.928571429,0.785714286,0.714285714,0.928571429
138.arff,0.7,0.9,0.3,0.7,0.7,0.7,0.7,0.9,0.9,0.9,0.9,0.9,0.7,0.9,1,1,1,1,0.9,0.9,0.7,0.7,0.3,0.3,0.7,0.7,1,1,1,1,0.7,0.9
139.arff,0.909090909,1,1,1,1,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,1,1,1,1,1,0.909090909,1,1,1,1,0.545454545,0.545454545,0.545454545,0.545454545,0.454545455,0.454545455,0.909090909,0.909090909,1,1,1,0.909090909
140.arff,0.538461538,0.769230769,0.769230769,0.769230769,0.769230769,0.692307692,0.692307692,0.692307692,0.692307692,0.692307692,0.692307692,0.538461538,0.769230769,0.769230769,0.846153846,0.846153846,0.769230769,0.769230769,0.769230769,0.538461538,0.538461538,0.461538462,0.846153846,0.846153846,0.384615385,0.384615385,0.769230769,0.769230769,0.846153846,0.846153846,0.692307692,0.769230769
141.arff,0.564102564,0.564102564,0.401709402,0.58974359,0.393162393,0.41025641,0.555555556,0.564102564,0.555555556,0.555555556,0.786324786,0.786324786,0.555555556,0.41025641,0.820512821,0.846153846,0.504273504,0.452991453,0.786324786,0.769230769,0.58974359,0.58974359,0.504273504,0.504273504,0.606837607,0.606837607,0.837606838,0.58974359,0.863247863,0.760683761,0.777777778,0.871794872
142.arff,1,1,1,1,1,1,1,1,0.553571429,0.553571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144.arff,0.853333333,0.866666667,0.68,0.76,0.72,0.866666667,0.853333333,0.866666667,0.853333333,0.853333333,0.8,0.84,0.866666667,0.866666667,0.786666667,0.853333333,0.8,0.853333333,0.866666667,0.853333333,0.826666667,0.826666667,0.84,0.84,0.84,0.84,0.666666667,0.653333333,0.8,0.866666667,0.84,0.84
145.arff,0.703703704,0.703703704,0.555555556,0.703703704,0.703703704,0.703703704,0.703703704,0.703703704,0.703703704,0.703703704,0.703703704,0.703703704,0.666666667,0.666666667,0.666666667,0.703703704,0.407407407,0.444444444,0.740740741,0.703703704,0.703703704,0.703703704,0.407407407,0.407407407,0.666666667,0.666666667,0.925925926,0.740740741,0.740740741,0.740740741,0.703703704,0.703703704
146.arff,0.685636856,0.693766938,0.45799458,0.430894309,0.441734417,0.672086721,0.691056911,0.693766938,0.691056911,0.691056911,0.699186992,0.699186992,0.691056911,0.699186992,0.64498645,0.64498645,0.620596206,0.620596206,0.66395664,0.661246612,0.64498645,0.647696477,0.617886179,0.617886179,0.707317073,0.707317073,0.642276423,0.64498645,0.674796748,0.64498645,0.688346883,0.715447154
149.arff,0.94795539,0.988847584,0.546468401,0.676579926,0.446096654,0.628252788,0.907063197,0.910780669,0.918215613,0.918215613,0.951672862,0.951672862,0.773234201,0.981412639,0.717472119,0.739776952,0.635687732,0.63197026,0.910780669,0.910780669,0.728624535,0.728624535,0.732342007,0.732342007,0.836431227,0.836431227,0.951672862,0.925650558,0.973977695,0.966542751,0.799256506,0.959107807
150.arff,0.775,0.775,0.675,0.675,0.625,0.625,0.7,0.675,0.725,0.725,0.7,0.65,0.5,0.675,0.55,0.625,0.65,0.65,0.675,0.75,0.675,0.675,0.6,0.6,0.7,0.7,0.65,0.625,0.725,0.675,0.75,0.65
151.arff,1,1,0.936,0.92,0.936,0.84,0.928,0.928,0.96,0.96,0.832,1,1,1,1,1,0.68,0.776,1,1,0.912,0.912,0.696,0.704,0.84,0.84,1,1,1,1,0.976,1
152.arff,0.944444444,1,1,0.722222222,1,0.777777778,1,1,0.944444444,0.944444444,0.833333333,1,1,1,1,0.944444444,0.722222222,0.722222222,0.833333333,1,0.944444444,0.944444444,0.5,0.5,0.944444444,0.944444444,0.777777778,0.944444444,0.833333333,1,1,0.944444444
153.arff,0.905660377,0.962264151,0.245283019,0.849056604,0.981132075,0.849056604,0.943396226,0.943396226,0.962264151,0.962264151,0.981132075,0.981132075,0.962264151,0.962264151,0.905660377,0.962264151,0.452830189,0.981132075,0.962264151,0.981132075,0.886792453,0.886792453,0.905660377,0.924528302,0.773584906,0.773584906,0.962264151,0.905660377,0.981132075,0.981132075,0.79245283,0.981132075
156.arff,0.862275449,0.862275449,0.844311377,0.808383234,0.856287425,0.862275449,0.862275449,0.886227545,0.868263473,0.868263473,0.550898204,0.868263473,0.868263473,0.856287425,0.814371257,0.838323353,0.556886228,0.724550898,0.80239521,0.874251497,0.784431138,0.784431138,0.778443114,0.778443114,0.796407186,0.796407186,0.832335329,0.862275449,0.844311377,0.868263473,0.886227545,0.868263473
158.arff,0.733333333,0.733333333,0.733333333,0.666666667,0.8,0.666666667,0.666666667,0.666666667,0.733333333,0.733333333,0.666666667,0.733333333,0.666666667,0.733333333,0.533333333,0.533333333,0.666666667,0.733333333,0.666666667,0.733333333,0.6,0.6,0.666666667,0.666666667,0.6,0.6,0.6,0.733333333,0.733333333,0.6,0.6,0.666666667
159.arff,0.628851541,0.642857143,0.609243697,0.592436975,0.551820728,0.640056022,0.633053221,0.630252101,0.634453782,0.634453782,0.652661064,0.652661064,0.633053221,0.628851541,0.602240896,0.600840336,0.631652661,0.613445378,0.613445378,0.613445378,0.631652661,0.631652661,0.620448179,0.620448179,0.621848739,0.621848739,0.579831933,0.509803922,0.647058824,0.509803922,0.631652661,0.649859944
160.arff,0.796460177,0.809734513,0.800884956,0.787610619,0.787610619,0.809734513,0.809734513,0.809734513,0.805309735,0.805309735,0.778761062,0.765486726,0.809734513,0.818584071,0.769911504,0.774336283,0.690265487,0.699115044,0.747787611,0.756637168,0.787610619,0.787610619,0.685840708,0.685840708,0.734513274,0.734513274,0.725663717,0.734513274,0.796460177,0.787610619,0.809734513,0.792035398
163.arff,0.882352941,1,0.882352941,0.823529412,0.705882353,1,0.941176471,1,0.941176471,0.941176471,0.705882353,0.764705882,1,1,0.823529412,0.764705882,0.823529412,0.823529412,0.882352941,0.882352941,0.647058824,0.647058824,0.705882353,0.705882353,0.235294118,0.235294118,1,1,1,1,0.941176471,0.941176471
164.arff,0.912,0.912,0.9,0.92,0.924,0.92,0.92,0.92,0.924,0.924,0.904,0.912,0.908,0.536,0.952,0.936,0.884,0.888,0.884,0.908,0.92,0.92,0.888,0.888,0.92,0.924,0.952,0.92,0.948,0.92,0.908,0.94
166.arff,0.97574124,0.986522911,0.981132075,0.983827493,0.986522911,0.986522911,0.981132075,0.981132075,0.97574124,0.97574124,0.115902965,0.986522911,0.986522911,0.932614555,0.989218329,0.991913747,0.943396226,0.943396226,0.986522911,0.986522911,0.884097035,0.884097035,0.97574124,0.97574124,0.97574124,0.97574124,0.997304582,0.97574124,0.994609164,0.986522911,0.978436658,0.989218329
167.arff,0.788159772,0.804386591,0.80224679,0.805099857,0.7478602,0.805099857,0.805099857,0.805099857,0.790121255,0.790121255,0.77532097,0.805099857,0.797788873,0.805099857,0.89818117,0.898002853,0.579350927,0.589336662,0.552068474,0.805099857,0.805099857,0.805099857,0.543509272,0.543509272,0.805099857,0.805099857,0.885342368,0.805099857,0.904422254,0.805099857,0.87339515,0.870007133
168.arff,0.759841741,0.776854599,0.746785361,0.785756677,0.741641939,0.785756677,0.781008902,0.785756677,0.762413452,0.762413452,0.214243323,0.785756677,0.762017804,0.785756677,0.882888229,0.891394659,0.56834817,0.589910979,0.458951533,0.785756677,0.785756677,0.785756677,0.458753709,0.458753709,0.785756677,0.785756677,0.892581602,0.785756677,0.90049456,0.785756677,0.863105836,0.888625124
